vin,create_time,start_lat,start_lon,end_lat,end_lon
HLX33B12XR1706569,2025-05-17 04:36:48.291,31.26764138888889,121.30840277777776,31.214255,121.387797
HLX33B12XR1706569,2025-05-17 05:15:27.034,31.21399,121.38902555555556,31.299225,121.325365
HLX33B12XR1706569,2025-05-17 08:46:06.974,31.299256944444444,121.32523333333332,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-05-18 04:59:49.034,31.268185,121.30929055555556,31.039409,121.470415
HLX33B12XR1706569,2025-05-18 05:28:46.561,31.071203611111113,121.37557944444444,31.039409,121.470415
HLX33B12XR1706569,2025-05-18 06:40:04.156,31.03768611111111,121.466635,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-05-18 23:39:39.113,31.24817861111111,121.33381944444444,31.22240920163697,121.38607934117314
HLX33B12XR1706569,2025-05-19 03:39:58.393,31.2235925,121.39453444444445,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-05-19 04:28:17.358,31.269523333333332,121.31068166666668,31.22240920163697,121.38607934117314
HLX33B12XR1706569,2025-05-19 12:44:41.328,31.221530277777777,121.38647472222222,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-05-20 03:58:19.497,31.222990833333338,121.39431611111112,31.232792,121.37607
HLX33B12XR1706569,2025-05-24 01:34:43.727,31.268233055555555,121.3093,31.206583,121.468491
HLX33B12XR1706569,2025-05-24 04:32:37.998,31.207399444444444,121.4689413888889,31.299225,121.325365
HLX33B12XR1706569,2025-05-24 07:46:04.453,31.29961777777778,121.32583222222222,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-05-25 23:36:02.754,31.264668611111112,121.32062472222222,31.22240920163697,121.38607934117314
HLX33B12XR1706569,2025-05-26 04:00:46.175,31.223562222222224,121.39438583333332,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-05-26 04:44:51.371,31.269536666666667,121.31029805555556,31.22240920163697,121.38607934117314
HLX33B12XR1706569,2025-05-26 10:09:21.754,31.221935277777774,121.38588277777778,31.299225,121.325365
HLX33B12XR1706569,2025-05-26 13:17:46.979,31.29870805555555,121.32562305555555,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-05-27 10:13:36.090,31.231110277777777,121.365735,31.24181668518112,121.35889783501624
HLX33B12XR1706569,2025-05-28 01:02:10.684,31.26772,121.30829305555557,31.22240920163697,121.38607934117314
HLX33B12XR1706569,2025-05-28 03:25:24.842,31.22782944444445,121.3836563888889,31.231925,121.381075
HLX33B12XR1706569,2025-05-28 04:13:55.365,31.2323225,121.38291777777778,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-05-28 10:06:09.750,31.22216583333333,121.38607888888887,29.53188536808847,120.98128706216808
HLX33B12XR1706569,2025-05-29 00:42:32.166,29.531951111111113,120.98174888888887,28.364807970571327,121.1249703168869
HLX33B12XR1706569,2025-05-29 04:05:55.698,28.365635,121.12303,28.349002,121.053076
HLX33B12XR1706569,2025-05-29 05:34:25.707,28.347985,121.05356888888888,28.376416,121.111119
HLX33B12XR1706569,2025-05-29 06:45:04.559,28.373177777777776,121.11340861111113,28.458941,119.926467
HLX33B12XR1706569,2025-05-29 10:10:15.230,28.457505833333332,119.92646027777778,27.813010689509277,117.71726265549658
HLX33B12XR1706569,2025-05-29 23:24:21.351,27.55126138888889,117.987785,27.752189239256257,118.03222775459288
HLX33B12XR1706569,2025-05-30 00:38:23.245,27.75119611111111,118.03026611111112,27.621297567822023,117.928601950407
HLX33B12XR1706569,2025-05-30 01:21:18.732,27.624245,117.93254,27.622997955504495,117.98472046852108
HLX33B12XR1706569,2025-05-30 03:56:32.068,27.624736111111112,117.98689888888887,26.074286,119.296411
HLX33B12XR1706569,2025-05-30 07:05:45.537,27.35364277777778,118.746655,26.066636,119.301139
HLX33B12XR1706569,2025-05-30 10:29:49.535,26.066763333333338,119.30079388888888,25.720979,119.369994
HLX33B12XR1706569,2025-05-30 23:19:55.013,25.7208,119.37021388888888,25.549806,119.870136
HLX33B12XR1706569,2025-05-31 01:51:22.560,25.549916111111113,119.87032111111112,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-05-31 03:24:20.550,26.256660833333335,119.60224555555556,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-05-31 04:03:31.686,26.60154777777778,119.5826925,26.651728,119.53897
HLX33B12XR1706569,2025-05-31 04:50:59.104,26.650569166666667,119.53829416666666,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-06-03 10:16:36.964,31.22132361111111,121.37958722222224,31.299225,121.32618
HLX33B12XR1706569,2025-06-03 12:56:14.428,31.298611944444445,121.32579194444445,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-06-04 04:08:09.723,31.23376638888889,121.38192194444444,31.226448,121.388169
HLX33B12XR1706569,2025-06-05 10:28:48.784,31.22120472222222,121.37749222222222,31.299225,121.325365
HLX33B12XR1706569,2025-06-05 12:40:04.432,31.29998611111111,121.31673888888888,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-06-07 01:52:09.072,31.268235,121.30930111111113,31.304338,121.305719
HLX33B12XR1706569,2025-06-07 07:17:11.007,31.305795555555555,121.30626805555556,31.299225,121.32618
HLX33B12XR1706569,2025-06-07 09:56:20.796,31.300016944444444,121.31290277777778,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-06-10 05:08:51.383,31.22748888888889,121.39007388888888,31.299225,121.32618
HLX33B12XR1706569,2025-06-10 05:17:52.091,31.246111666666668,121.38853416666667,31.22240920163697,121.38607934117314
HLX33B12XR1706569,2025-06-10 05:28:34.610,31.231206666666665,121.37910388888888,31.299225,121.32618
HLX33B12XR1706569,2025-06-10 05:40:06.568,31.25247138888889,121.3676538888889,31.22240920163697,121.38607934117314
HLX33B12XR1706569,2025-06-10 07:04:31.052,31.220682222222223,121.38260944444444,31.299225,121.32618
HLX33B12XR1706569,2025-06-10 09:51:49.688,31.298741944444444,121.32576361111111,31.22240920163697,121.38607934117314
HLX33B12XR1706569,2025-06-11 10:28:19.226,31.241725,121.338675,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-06-11 23:27:47.717,31.267388333333333,121.30890666666669,31.22240920163697,121.38607934117314
HLX33B12XR1706569,2025-06-12 04:28:16.968,31.267539166666666,121.3087,31.299225,121.32618
HLX33B12XR1706569,2025-06-12 09:53:00.347,31.298866944444445,121.325725,31.22240920163697,121.38607934117314
HLX33B12XR1706569,2025-06-12 10:51:47.256,31.221139166666667,121.38073111111112,31.267405898909804,121.30920857191082
HLX33B12XR1706569,2025-06-13 03:39:24.345,31.232567777777778,121.3829363888889,31.299225,121.32618
HLX33B12XR1706569,2025-06-13 09:45:50.518,31.29850111111111,121.3257,31.22240920163697,121.38607934117314
HLX33B12XR1706569,2025-06-15 03:06:56.122,31.26823694444445,121.3093,31.299596,121.326408
